Transaction_ID,Date,Store_ID,Product_ID,Quantity_Sold,Current_Stock,Warehouse_Stock,Restock_Quantity,Lead_Time_Days,Damaged_Units,Promotion,Customer_Demand,Expiry_Date,Stockout,Revenue,Profit
TXN03302,2025-02-16,STR003,PRD040,14,43,407,181,8,1,No,High,2025-06-07,No,27871.06,7127.96
TXN03303,2025-01-23,STR004,PRD057,16,84,745,0,4,1,No,Low,2025-08-12,No,54423.84,13882.56
TXN03304,2025-05-19,STR003,PRD021,18,96,157,0,6,1,No,Medium,2026-04-05,No,44917.2,8199.9
TXN03305,2025-02-08,STR004,PRD060,14,173,124,0,4,0,Yes,Low,2025-12-27,No,21953.4,4517.66
TXN03306,2025-02-05,STR003,PRD036,16,67,457,165,9,0,No,High,2025-03-27,No,59285.92,17373.6
TXN03307,2025-05-23,STR004,PRD038,18,133,597,0,3,1,No,Low,2026-01-28,No,85558.32,22589.64
TXN03308,2025-06-09,STR004,PRD026,43,95,345,0,9,0,Yes,Low,2025-09-11,No,72378.46,15094.29
TXN03309,2025-01-10,STR002,PRD063,11,206,388,0,6,0,Yes,High,2025-06-06,No,28174.41,7395.41
TXN03310,2025-06-19,STR004,PRD061,18,197,605,0,8,1,No,High,2026-05-21,No,78695.1,18315.36
TXN03311,2025-06-27,STR003,PRD018,21,43,348,149,9,0,Yes,Medium,2026-06-02,No,123475.38,40873.56
TXN03312,2025-03-28,STR003,PRD027,44,87,616,0,4,1,Yes,High,2025-06-09,No,213651.24,39974.44
TXN03313,2025-03-14,STR004,PRD053,12,76,512,0,4,1,No,Low,2026-03-14,No,24510.0,3566.16
TXN03314,2025-04-23,STR002,PRD041,21,2,995,111,6,0,Yes,Low,2026-02-25,Yes,10423.14,2989.98
TXN03315,2025-04-13,STR003,PRD009,22,92,449,0,4,1,No,Low,2026-02-13,No,125382.18,35460.48
TXN03316,2025-06-18,STR002,PRD046,24,23,680,26,6,0,No,Medium,2026-01-28,No,123673.2,30523.92
TXN03317,2025-01-20,STR001,PRD022,17,229,678,0,9,0,Yes,High,2026-01-06,No,84987.59,23812.07
TXN03318,2025-06-19,STR004,PRD036,17,232,522,0,9,2,No,High,2026-04-17,No,62991.29,18459.45
TXN03319,2025-05-07,STR001,PRD018,20,78,604,0,9,0,Yes,High,2026-03-27,No,117595.6,38927.2
TXN03320,2025-04-22,STR002,PRD032,43,84,785,0,4,1,Yes,Low,2025-11-01,No,50082.1,8307.6
TXN03321,2025-05-13,STR002,PRD044,14,133,250,0,5,0,No,High,2025-07-01,No,16814.42,2207.66
TXN03322,2025-06-14,STR002,PRD038,17,119,375,0,3,0,Yes,Medium,2026-06-08,No,80805.08,21334.66
TXN03323,2025-02-17,STR003,PRD059,16,158,690,0,4,0,Yes,Medium,2025-04-14,No,105586.72,30932.48
TXN03324,2025-06-28,STR002,PRD024,14,54,954,0,6,2,Yes,High,2026-01-28,No,26640.6,6332.06
TXN03325,2025-04-10,STR003,PRD021,21,76,795,0,6,2,No,High,2025-12-29,No,52403.4,9566.55
TXN03326,2025-05-26,STR003,PRD011,20,0,739,27,8,0,Yes,Low,2025-11-15,Yes,44507.6,6867.8
TXN03327,2025-05-19,STR003,PRD048,11,34,922,107,8,0,No,Medium,2025-10-24,No,36035.12,6488.9
TXN03328,2025-02-16,STR003,PRD060,4,235,586,0,4,0,No,Medium,2026-01-15,No,6272.4,1290.76
TXN03329,2025-04-11,STR004,PRD029,28,7,896,110,5,0,No,Low,2026-04-02,No,53525.36,17360.0
TXN03330,2025-03-05,STR004,PRD007,35,208,186,0,6,0,No,Medium,2025-07-26,No,122890.6,22747.9
TXN03331,2025-02-19,STR002,PRD046,12,127,973,0,6,0,Yes,Medium,2025-10-14,No,61836.6,15261.96
TXN03332,2025-02-12,STR003,PRD041,16,50,750,40,6,0,No,Low,2025-12-11,No,7941.44,2278.08
TXN03333,2025-03-28,STR003,PRD016,16,168,544,0,4,0,Yes,Medium,2025-11-12,No,91129.28,19743.36
TXN03334,2025-02-12,STR002,PRD014,14,233,639,0,6,2,Yes,Medium,2026-01-09,No,18282.74,5869.22
TXN03335,2025-02-26,STR001,PRD052,15,207,761,0,3,1,Yes,Medium,2025-12-24,No,44980.65,14890.5
TXN03336,2025-06-05,STR003,PRD002,34,0,931,77,4,0,Yes,High,2026-01-21,Yes,59143.0,9809.34
TXN03337,2025-04-05,STR003,PRD049,13,80,76,0,4,0,No,High,2025-09-16,No,67594.28,17104.88
TXN03338,2025-04-09,STR004,PRD039,16,227,920,0,8,0,No,Low,2026-03-17,No,50201.12,16703.36
TXN03339,2025-03-24,STR004,PRD014,17,176,549,0,6,0,No,Medium,2025-08-15,No,22200.47,7126.91
TXN03340,2025-01-02,STR004,PRD036,19,30,693,98,9,2,Yes,High,2025-10-21,No,70402.03,20631.15
TXN03341,2025-05-28,STR004,PRD029,23,214,902,0,5,0,Yes,Medium,2026-04-29,No,43967.26,14260.0
TXN03342,2025-05-04,STR001,PRD043,18,24,253,32,5,1,No,High,2025-10-01,No,70897.14,11271.78
TXN03343,2025-03-10,STR002,PRD005,22,0,265,113,4,0,No,Medium,2025-05-24,Yes,38754.32,9547.12
TXN03344,2025-03-25,STR002,PRD009,11,64,514,0,4,0,Yes,Medium,2025-10-08,No,62691.09,17730.24
TXN03345,2025-02-21,STR001,PRD058,18,9,796,75,8,1,Yes,Medium,2026-02-03,No,68171.58,18130.32
TXN03346,2025-02-24,STR002,PRD003,34,87,795,0,4,0,Yes,Low,2025-10-30,No,173039.26,54702.6
TXN03347,2025-04-25,STR001,PRD034,5,212,374,0,8,0,Yes,Low,2026-04-07,No,15666.1,4097.9
TXN03348,2025-03-10,STR003,PRD042,12,231,916,0,4,0,Yes,High,2026-03-04,No,75588.24,22086.12
TXN03349,2025-01-28,STR002,PRD050,18,54,86,42,6,0,No,Low,2025-10-18,No,122776.56,39338.64
TXN03350,2025-04-09,STR003,PRD007,33,102,174,0,6,0,No,High,2025-06-08,No,115868.28,21448.02
TXN03351,2025-06-04,STR001,PRD022,17,170,904,0,9,0,Yes,Medium,2025-07-07,No,84987.59,23812.07
TXN03352,2025-03-11,STR004,PRD042,15,77,182,0,4,0,Yes,High,2026-01-04,No,94485.3,27607.65
TXN03353,2025-05-23,STR001,PRD020,14,205,835,0,5,0,No,Medium,2025-09-13,No,49075.6,15041.18
TXN03354,2025-02-05,STR002,PRD026,25,117,878,0,9,1,No,Medium,2025-04-05,No,42080.5,8775.75
TXN03355,2025-03-25,STR002,PRD004,39,90,475,0,4,1,No,High,2025-12-06,No,139261.98,19324.89
TXN03356,2025-03-13,STR001,PRD040,8,68,191,62,8,0,No,High,2025-10-01,No,15926.32,4073.12
TXN03357,2025-05-11,STR004,PRD016,18,68,808,0,4,0,No,High,2026-04-29,No,102520.44,22211.28
TXN03358,2025-03-28,STR003,PRD004,40,68,422,0,4,0,No,High,2026-03-07,No,142832.8,19820.4
TXN03359,2025-03-15,STR002,PRD038,15,30,181,148,3,0,No,High,2025-06-13,No,71298.6,18824.7
TXN03360,2025-01-22,STR002,PRD027,29,56,76,0,4,0,Yes,Low,2025-03-13,No,140815.59,26346.79
TXN03361,2025-01-11,STR004,PRD056,12,27,431,98,9,0,Yes,High,2026-01-07,No,40172.28,6527.64
TXN03362,2025-03-01,STR003,PRD063,16,2,184,80,6,1,Yes,Medium,2025-09-09,Yes,40980.96,10756.96
TXN03363,2025-01-18,STR004,PRD001,36,0,398,102,3,0,No,Low,2025-11-11,Yes,137881.44,18890.28
TXN03364,2025-02-22,STR003,PRD016,12,150,698,0,4,0,No,High,2025-06-25,No,68346.96,14807.52
TXN03365,2025-06-24,STR001,PRD003,17,55,360,0,4,0,No,High,2026-04-18,No,86519.63,27351.3
TXN03366,2025-06-07,STR004,PRD022,17,81,445,0,9,0,No,Low,2026-03-19,No,84987.59,23812.07
TXN03367,2025-06-26,STR003,PRD035,11,228,277,0,5,0,No,Medium,2026-06-17,No,21945.77,7306.86
TXN03368,2025-04-23,STR002,PRD012,23,161,349,0,5,0,No,Low,2025-05-26,No,58063.73,12358.13
TXN03369,2025-02-03,STR004,PRD004,30,186,577,0,4,1,Yes,Medium,2025-07-30,No,107124.6,14865.3
TXN03370,2025-02-23,STR001,PRD039,10,233,121,0,8,0,Yes,Low,2025-12-28,No,31375.7,10439.6
TXN03371,2025-01-28,STR003,PRD005,17,31,906,0,4,0,Yes,Low,2025-06-09,No,29946.52,7377.32
TXN03372,2025-06-05,STR001,PRD056,14,22,57,185,9,0,No,High,2025-08-21,No,46867.66,7615.58
TXN03373,2025-01-16,STR003,PRD016,10,86,806,0,4,1,Yes,Low,2025-11-08,No,56955.8,12339.6
TXN03374,2025-03-04,STR002,PRD064,18,88,318,0,5,0,No,Low,2025-07-16,No,63598.32,8416.26
TXN03375,2025-05-22,STR004,PRD002,35,53,74,0,4,0,Yes,Medium,2026-01-13,No,60882.5,10097.85
TXN03376,2025-05-13,STR001,PRD011,12,168,139,0,8,1,No,Low,2025-09-12,No,26704.56,4120.68
TXN03377,2025-03-31,STR004,PRD051,19,103,525,0,8,0,No,Medium,2025-11-01,No,40080.31,5433.24
TXN03378,2025-05-24,STR002,PRD061,12,148,322,0,8,2,No,Low,2026-01-03,No,52463.4,12210.24
TXN03379,2025-02-09,STR001,PRD020,13,207,634,0,5,0,Yes,Medium,2025-05-22,No,45570.2,13966.81
TXN03380,2025-06-08,STR004,PRD062,17,6,886,150,4,2,No,Medium,2026-04-17,No,50922.14,9748.48
TXN03381,2025-03-03,STR001,PRD001,21,79,104,0,3,0,Yes,High,2025-11-13,No,80430.84,11019.33
TXN03382,2025-01-31,STR001,PRD006,50,70,229,0,5,1,Yes,Medium,2025-06-20,No,205738.5,58846.0
TXN03383,2025-02-20,STR002,PRD033,16,97,856,0,4,0,Yes,High,2026-02-20,No,58390.56,11375.68
TXN03384,2025-05-30,STR001,PRD011,20,227,240,0,8,1,Yes,Medium,2025-09-30,No,44507.6,6867.8
TXN03385,2025-02-14,STR002,PRD063,12,27,630,167,6,1,Yes,High,2025-10-12,No,30735.72,8067.72
TXN03386,2025-02-13,STR002,PRD055,18,226,153,0,6,1,No,Medium,2026-01-08,No,54618.84,8103.96
TXN03387,2025-01-20,STR001,PRD021,14,149,360,0,6,2,Yes,High,2025-11-27,No,34935.6,6377.7
TXN03388,2025-02-06,STR003,PRD031,26,203,220,0,5,1,No,High,2025-09-10,No,82540.12,26393.9
TXN03389,2025-06-29,STR001,PRD054,17,229,300,0,6,0,Yes,Medium,2026-05-09,No,59386.78,8954.92
TXN03390,2025-03-20,STR004,PRD018,18,50,175,126,9,0,No,High,2026-03-15,No,105836.04,35034.48
TXN03391,2025-04-29,STR001,PRD014,17,171,811,0,6,2,No,Low,2025-08-19,No,22200.47,7126.91
TXN03392,2025-04-11,STR001,PRD057,17,57,303,0,4,0,Yes,High,2025-10-28,No,57825.33,14750.22
TXN03393,2025-03-08,STR002,PRD061,18,203,309,0,8,0,No,High,2025-06-05,No,78695.1,18315.36
TXN03394,2025-02-16,STR003,PRD020,14,214,507,0,5,1,No,Low,2025-06-21,No,49075.6,15041.18
TXN03395,2025-05-27,STR004,PRD006,27,85,121,0,5,1,Yes,Low,2025-12-12,No,111098.79,31776.84
TXN03396,2025-03-05,STR003,PRD054,12,158,972,0,6,0,No,High,2025-12-14,No,41920.08,6321.12
TXN03397,2025-01-29,STR003,PRD020,13,41,552,0,5,0,No,Low,2025-12-21,No,45570.2,13966.81
TXN03398,2025-05-23,STR003,PRD001,33,29,202,53,3,0,Yes,High,2025-08-11,No,126391.32,17316.09
TXN03399,2025-02-04,STR001,PRD040,13,190,423,0,8,0,No,High,2025-04-02,No,25880.27,6618.82
TXN03400,2025-05-21,STR001,PRD051,22,26,88,64,8,0,Yes,Medium,2026-03-30,No,46408.78,6291.12
TXN03401,2025-05-06,STR001,PRD014,20,135,880,0,6,1,No,High,2026-02-17,No,26118.2,8384.6
TXN03402,2025-05-10,STR001,PRD056,15,206,632,0,9,1,No,Medium,2025-09-24,No,50215.35,8159.55
TXN03403,2025-06-27,STR004,PRD054,19,170,789,0,6,1,No,High,2026-04-16,No,66373.46,10008.44
TXN03404,2025-04-02,STR002,PRD051,16,31,702,80,8,0,No,Low,2025-05-22,No,33751.84,4575.36
TXN03405,2025-02-21,STR001,PRD002,20,51,359,0,4,1,Yes,Medium,2026-02-16,No,34790.0,5770.2
TXN03406,2025-01-21,STR004,PRD058,12,196,636,0,8,1,No,Low,2025-10-13,No,45447.72,12086.88
TXN03407,2025-01-18,STR001,PRD061,15,73,905,0,8,1,Yes,Low,2025-12-06,No,65579.25,15262.8
TXN03408,2025-01-24,STR001,PRD050,10,0,708,58,6,1,Yes,High,2025-12-20,Yes,68209.2,21854.8
TXN03409,2025-03-31,STR004,PRD023,15,154,74,0,4,0,Yes,Medium,2025-08-09,No,57402.15,9958.35
TXN03410,2025-05-03,STR003,PRD049,14,56,938,187,4,1,Yes,Low,2026-04-11,No,72793.84,18420.64
TXN03411,2025-02-20,STR002,PRD035,15,218,55,0,5,1,No,Medium,2025-05-03,No,29926.05,9963.9
TXN03412,2025-02-23,STR001,PRD040,9,166,657,0,8,0,No,Low,2026-01-30,No,17917.11,4582.26
TXN03413,2025-01-30,STR004,PRD013,17,20,99,121,4,2,Yes,High,2025-05-17,No,97801.51,28212.01
TXN03414,2025-01-30,STR001,PRD048,13,40,170,60,8,0,No,Medium,2025-10-25,No,42586.96,7668.7
TXN03415,2025-06-19,STR001,PRD038,15,20,167,33,3,1,Yes,Low,2025-09-14,No,71298.6,18824.7
TXN03416,2025-04-08,STR003,PRD046,16,87,157,0,6,0,Yes,Low,2025-05-29,No,82448.8,20349.28
TXN03417,2025-01-31,STR001,PRD055,14,144,788,0,6,0,Yes,Medium,2025-05-10,No,42481.32,6303.08
TXN03418,2025-03-29,STR003,PRD022,14,155,810,0,9,0,No,Low,2025-08-07,No,69989.78,19609.94
TXN03419,2025-06-09,STR001,PRD053,18,173,797,0,4,0,Yes,Low,2025-12-06,No,36765.0,5349.24
TXN03420,2025-05-27,STR003,PRD024,16,33,439,130,6,1,No,Low,2026-03-27,No,30446.4,7236.64
TXN03421,2025-01-04,STR004,PRD002,22,94,716,0,4,0,No,High,2025-03-28,No,38269.0,6347.22
TXN03422,2025-02-08,STR001,PRD050,18,177,853,0,6,2,No,Low,2025-04-30,No,122776.56,39338.64
TXN03423,2025-01-24,STR003,PRD061,14,58,73,0,8,1,No,High,2025-11-18,No,61207.3,14245.28
TXN03424,2025-02-05,STR002,PRD030,31,189,58,0,8,0,No,Low,2025-05-22,No,139461.56,25561.36
TXN03425,2025-06-02,STR003,PRD063,15,58,434,0,6,0,Yes,Low,2026-04-30,No,38419.65,10084.65
TXN03426,2025-02-19,STR004,PRD050,19,160,917,0,6,0,No,Medium,2025-10-01,No,129597.48,41524.12
TXN03427,2025-01-17,STR002,PRD056,7,200,809,0,9,0,Yes,Low,2025-12-04,No,23433.83,3807.79
TXN03428,2025-06-02,STR002,PRD013,12,76,181,0,4,2,No,Low,2025-08-20,No,69036.36,19914.36
TXN03429,2025-02-28,STR003,PRD046,18,230,514,0,6,0,Yes,Low,2025-08-18,No,92754.9,22892.94
TXN03430,2025-02-18,STR001,PRD019,22,86,417,0,4,1,No,High,2025-09-23,No,36355.44,5684.8
TXN03431,2025-04-10,STR002,PRD052,12,66,267,53,3,1,Yes,Medium,2025-06-17,No,35984.52,11912.4
TXN03432,2025-02-09,STR004,PRD034,15,0,543,56,8,0,Yes,Medium,2025-05-13,Yes,46998.3,12293.7
TXN03433,2025-04-03,STR003,PRD029,45,0,286,142,5,0,No,Medium,2025-06-02,Yes,86022.9,27900.0
TXN03434,2025-02-12,STR001,PRD011,11,142,684,0,8,2,Yes,Medium,2025-04-26,No,24479.18,3777.29
TXN03435,2025-04-21,STR001,PRD063,14,95,932,0,6,0,Yes,Medium,2025-09-14,No,35858.34,9412.34
TXN03436,2025-02-03,STR004,PRD012,12,20,593,92,5,0,Yes,Medium,2025-08-15,No,30294.12,6447.72
TXN03437,2025-03-08,STR002,PRD001,25,186,949,0,3,0,Yes,Low,2025-08-31,No,95751.0,13118.25
TXN03438,2025-01-09,STR003,PRD051,10,53,177,35,8,1,Yes,High,2025-08-12,No,21094.9,2859.6
TXN03439,2025-04-14,STR004,PRD021,22,222,558,0,6,1,No,Medium,2025-12-16,No,54898.8,10022.1
TXN03440,2025-03-20,STR002,PRD014,17,142,116,0,6,0,No,Medium,2026-02-15,No,22200.47,7126.91
TXN03441,2025-06-23,STR002,PRD046,16,183,406,0,6,1,No,Medium,2026-02-25,No,82448.8,20349.28
TXN03442,2025-02-14,STR003,PRD055,9,233,302,0,6,1,No,Medium,2025-05-09,No,27309.42,4051.98
TXN03443,2025-02-05,STR001,PRD045,14,200,879,0,6,2,No,Medium,2025-10-15,No,76805.82,14974.68
TXN03444,2025-01-01,STR004,PRD061,14,14,618,31,8,1,Yes,Low,2025-10-21,No,61207.3,14245.28
TXN03445,2025-02-01,STR004,PRD064,17,0,77,73,5,0,No,High,2025-06-28,Yes,60065.08,7948.69
TXN03446,2025-01-26,STR001,PRD049,15,100,458,0,4,1,No,Low,2025-11-02,No,77993.4,19736.4
TXN03447,2025-02-11,STR004,PRD058,17,91,578,0,8,0,Yes,High,2025-03-19,No,64384.27,17123.08
TXN03448,2025-05-13,STR002,PRD040,18,6,425,191,8,1,No,Low,2025-08-26,No,35834.22,9164.52
TXN03449,2025-06-01,STR002,PRD053,11,0,400,47,4,0,Yes,Medium,2025-08-13,Yes,22467.5,3268.98
TXN03450,2025-02-20,STR002,PRD010,15,115,93,0,9,0,No,Medium,2025-05-13,No,29518.95,5428.95
TXN03451,2025-03-05,STR003,PRD038,10,3,779,138,3,1,Yes,Medium,2025-05-14,Yes,47532.4,12549.8
TXN03452,2025-01-13,STR004,PRD040,14,194,941,0,8,0,No,Medium,2025-11-10,No,27871.06,7127.96
TXN03453,2025-03-12,STR001,PRD001,33,43,254,0,3,0,No,Low,2025-06-08,No,126391.32,17316.09
TXN03454,2025-06-30,STR001,PRD005,31,0,628,24,4,0,No,Low,2026-01-24,Yes,54608.36,13452.76
TXN03455,2025-05-17,STR004,PRD042,16,204,590,0,4,1,No,Medium,2026-01-20,No,100784.32,29448.16
TXN03456,2025-06-30,STR003,PRD059,11,98,660,0,4,0,No,Medium,2025-08-14,No,72590.87,21266.08
TXN03457,2025-02-22,STR003,PRD052,17,13,55,163,3,0,No,Low,2025-07-04,No,50978.07,16875.9
TXN03458,2025-06-05,STR002,PRD053,15,88,210,0,4,0,No,Medium,2026-02-13,No,30637.5,4457.7
TXN03459,2025-04-11,STR003,PRD050,18,93,892,0,6,0,Yes,Low,2025-11-07,No,122776.56,39338.64
TXN03460,2025-05-30,STR004,PRD049,15,1,296,154,4,1,Yes,High,2026-02-27,Yes,77993.4,19736.4
TXN03461,2025-01-05,STR002,PRD063,14,0,322,34,6,1,No,Medium,2025-09-09,Yes,35858.34,9412.34
TXN03462,2025-01-26,STR004,PRD032,31,216,388,0,4,0,Yes,Low,2025-04-25,No,36105.7,5989.2
TXN03463,2025-01-13,STR004,PRD059,13,101,652,0,4,2,No,High,2025-10-09,No,85789.21,25132.64
TXN03464,2025-02-01,STR003,PRD042,11,222,308,0,4,0,Yes,Low,2026-02-01,No,69289.22,20245.61
TXN03465,2025-03-09,STR001,PRD053,18,131,291,0,4,1,Yes,High,2026-01-21,No,36765.0,5349.24
TXN03466,2025-06-29,STR001,PRD013,14,205,774,0,4,2,No,High,2025-07-30,No,80542.42,23233.42
TXN03467,2025-03-22,STR003,PRD055,15,48,774,190,6,0,Yes,Medium,2025-07-18,No,45515.7,6753.3
TXN03468,2025-01-11,STR003,PRD002,29,127,673,0,4,0,Yes,High,2025-07-12,No,50445.5,8366.79
TXN03469,2025-06-15,STR001,PRD031,43,167,558,0,5,0,No,High,2026-04-11,No,136508.66,43651.45
TXN03470,2025-05-07,STR003,PRD005,37,20,116,185,4,3,Yes,Medium,2026-04-04,No,65177.72,16056.52
TXN03471,2025-04-23,STR003,PRD013,13,162,173,0,4,1,No,Medium,2026-03-27,No,74789.39,21573.89
TXN03472,2025-05-23,STR002,PRD005,29,0,979,125,4,0,No,Low,2025-09-06,Yes,51085.24,12584.84
TXN03473,2025-02-25,STR001,PRD055,20,104,343,0,6,1,Yes,Medium,2025-11-27,No,60687.6,9004.4
TXN03474,2025-05-27,STR002,PRD005,32,31,288,0,4,2,Yes,Medium,2026-02-04,No,56369.92,13886.72
TXN03475,2025-02-16,STR001,PRD012,17,36,804,0,5,1,No,High,2026-01-03,No,42916.67,9134.27
TXN03476,2025-01-30,STR002,PRD044,18,138,506,0,5,0,Yes,Low,2025-07-14,No,21618.54,2838.42
TXN03477,2025-02-12,STR004,PRD011,17,209,491,0,8,1,Yes,Low,2025-07-01,No,37831.46,5837.63
TXN03478,2025-04-30,STR002,PRD023,11,2,521,151,4,0,Yes,Low,2025-07-14,Yes,42094.91,7302.79
TXN03479,2025-04-16,STR003,PRD018,13,1,726,60,9,0,Yes,High,2026-04-02,Yes,76437.14,25302.68
TXN03480,2025-03-08,STR003,PRD024,18,6,868,159,6,1,Yes,Low,2025-10-13,No,34252.2,8141.22
TXN03481,2025-06-25,STR004,PRD038,14,165,818,0,3,1,No,Low,2025-09-20,No,66545.36,17569.72
TXN03482,2025-01-22,STR002,PRD007,38,208,72,0,6,0,No,High,2025-11-08,No,133424.08,24697.72
TXN03483,2025-01-08,STR003,PRD022,16,192,890,0,9,1,Yes,High,2025-08-30,No,79988.32,22411.36
TXN03484,2025-03-08,STR001,PRD023,17,60,191,156,4,1,Yes,Low,2025-11-24,No,65055.77,11286.13
TXN03485,2025-04-02,STR004,PRD002,30,101,805,0,4,1,Yes,High,2025-12-13,No,52185.0,8655.3
TXN03486,2025-05-10,STR002,PRD012,13,82,498,0,5,0,Yes,High,2025-09-05,No,32818.63,6985.03
TXN03487,2025-01-16,STR001,PRD057,20,187,76,0,4,0,No,High,2025-03-10,No,68029.8,17353.2
TXN03488,2025-04-18,STR001,PRD007,31,50,732,141,6,0,Yes,Low,2025-08-22,No,108845.96,20148.14
TXN03489,2025-04-08,STR002,PRD034,9,135,137,0,8,1,No,High,2025-11-30,No,28198.98,7376.22
TXN03490,2025-01-24,STR001,PRD033,15,180,713,0,4,0,Yes,Low,2025-11-11,No,54741.15,10664.7
TXN03491,2025-05-08,STR004,PRD026,44,25,664,62,9,0,No,High,2026-02-20,No,74061.68,15445.32
TXN03492,2025-02-08,STR004,PRD012,19,99,793,0,5,0,No,High,2025-11-09,No,47965.69,10208.89
TXN03493,2025-06-20,STR004,PRD036,11,151,101,0,9,0,No,Low,2026-05-17,No,40759.07,11944.35
TXN03494,2025-04-01,STR002,PRD020,17,41,780,0,5,1,Yes,Medium,2025-06-15,No,59591.8,18264.29
TXN03495,2025-05-29,STR003,PRD034,19,89,165,0,8,1,No,Medium,2025-07-20,No,59531.18,15572.02
TXN03496,2025-05-07,STR004,PRD061,13,217,615,0,8,0,Yes,Low,2026-02-10,No,56835.35,13227.76
TXN03497,2025-03-14,STR002,PRD014,21,151,965,0,6,0,Yes,Medium,2025-10-23,No,27424.11,8803.83
TXN03498,2025-04-01,STR003,PRD021,10,17,644,137,6,0,No,Low,2025-09-27,No,24954.0,4555.5
TXN03499,2025-06-13,STR004,PRD026,27,199,669,0,9,2,No,High,2026-06-05,No,45446.94,9477.81
TXN03500,2025-03-14,STR004,PRD046,12,201,674,0,6,1,No,Medium,2026-01-17,No,61836.6,15261.96
TXN03501,2025-03-05,STR004,PRD040,24,160,321,0,8,0,No,Low,2025-08-18,No,47778.96,12219.36
TXN03502,2025-04-26,STR003,PRD053,15,115,369,0,4,1,Yes,Low,2026-01-08,No,30637.5,4457.7
TXN03503,2025-01-03,STR003,PRD036,15,24,396,163,9,1,Yes,Medium,2025-04-15,No,55580.55,16287.75
TXN03504,2025-02-10,STR001,PRD023,15,223,414,0,4,1,Yes,High,2025-10-06,No,57402.15,9958.35
TXN03505,2025-03-12,STR002,PRD016,15,123,609,0,4,0,Yes,Low,2025-12-24,No,85433.7,18509.4
TXN03506,2025-05-27,STR004,PRD020,9,236,858,0,5,0,Yes,Medium,2026-03-26,No,31548.6,9669.33
TXN03507,2025-04-13,STR003,PRD031,33,145,563,0,5,0,Yes,High,2025-06-03,No,104762.46,33499.95
TXN03508,2025-04-22,STR003,PRD030,22,44,541,121,8,0,Yes,High,2026-01-04,No,98972.72,18140.32
TXN03509,2025-06-04,STR001,PRD061,13,134,119,0,8,1,No,Low,2026-05-19,No,56835.35,13227.76
TXN03510,2025-01-17,STR001,PRD059,12,10,125,96,4,1,Yes,Low,2025-12-13,No,79190.04,23199.36
TXN03511,2025-03-05,STR001,PRD050,15,76,727,0,6,0,Yes,Low,2025-10-29,No,102313.8,32782.2
TXN03512,2025-01-28,STR004,PRD041,10,49,536,74,6,0,No,Low,2025-08-20,No,4963.4,1423.8
TXN03513,2025-02-17,STR004,PRD011,16,47,94,0,8,0,No,Medium,2025-12-28,No,35606.08,5494.24
TXN03514,2025-05-11,STR004,PRD043,16,8,390,122,5,0,Yes,Low,2025-12-11,No,63019.68,10019.36
TXN03515,2025-03-13,STR004,PRD031,27,99,198,0,5,0,No,Low,2026-02-21,No,85714.74,27409.05
TXN03516,2025-01-25,STR002,PRD044,15,94,375,0,5,1,Yes,Low,2025-07-22,No,18015.45,2365.35
TXN03517,2025-03-12,STR004,PRD060,10,0,476,165,4,0,No,Low,2025-12-07,Yes,15681.0,3226.9
TXN03518,2025-05-04,STR003,PRD034,17,212,983,0,8,1,Yes,High,2025-08-06,No,53264.74,13932.86
TXN03519,2025-06-29,STR002,PRD005,29,123,601,0,4,0,Yes,High,2026-05-02,No,51085.24,12584.84
TXN03520,2025-01-01,STR001,PRD060,17,204,460,0,4,1,No,High,2025-04-15,No,26657.7,5485.73
TXN03521,2025-01-25,STR002,PRD039,13,56,131,0,8,0,No,Medium,2025-09-23,No,40788.41,13571.48
TXN03522,2025-05-13,STR001,PRD017,17,200,157,0,4,2,Yes,Medium,2026-04-26,No,71589.38,10194.05
TXN03523,2025-02-17,STR003,PRD052,16,219,453,0,3,1,No,Medium,2025-12-23,No,47979.36,15883.2
TXN03524,2025-04-19,STR002,PRD035,12,145,729,0,5,0,Yes,High,2026-03-12,No,23940.84,7971.12
TXN03525,2025-04-12,STR004,PRD010,14,164,683,0,9,1,No,Medium,2026-01-26,No,27551.02,5067.02
TXN03526,2025-04-08,STR003,PRD019,20,125,369,0,4,0,Yes,Medium,2025-10-29,No,33050.4,5168.0
TXN03527,2025-05-31,STR003,PRD046,23,43,371,0,6,1,Yes,Low,2025-09-01,No,118520.15,29252.09
TXN03528,2025-06-07,STR001,PRD055,12,22,745,173,6,0,Yes,Low,2026-03-08,No,36412.56,5402.64
TXN03529,2025-04-03,STR004,PRD050,11,52,440,198,6,1,Yes,Medium,2025-06-30,No,75030.12,24040.28
TXN03530,2025-01-19,STR003,PRD019,10,111,130,0,4,0,No,High,2025-03-21,No,16525.2,2584.0
TXN03531,2025-02-28,STR003,PRD013,6,207,660,0,4,0,No,Low,2025-10-31,No,34518.18,9957.18
TXN03532,2025-03-22,STR002,PRD043,18,45,776,125,5,1,Yes,Low,2026-01-09,No,70897.14,11271.78
TXN03533,2025-05-29,STR004,PRD041,11,55,431,103,6,0,Yes,Medium,2026-03-03,No,5459.74,1566.18
TXN03534,2025-01-02,STR004,PRD007,19,0,721,172,6,0,No,Low,2025-07-03,Yes,66712.04,12348.86
TXN03535,2025-05-16,STR004,PRD038,16,232,644,0,3,0,No,Low,2025-07-09,No,76051.84,20079.68
