sales_id,date,store_id,product_id,quantity_sold,revenue,promotion_applied,customer_demand_level,festive_period,inflation_period,stockout_event
28273,20/07/2024,7,13,13,124072,Yes,Low,No,No,No
28274,20/07/2024,7,14,26,94900,Yes,Medium,No,No,Yes
28275,20/07/2024,7,15,27,114291,Yes,Medium,No,No,No
28276,20/07/2024,7,16,48,207072,No,High,No,No,No
28277,20/07/2024,7,17,31,245768,No,Medium,No,No,Yes
28278,20/07/2024,7,18,11,72215,Yes,Low,No,No,Yes
28279,20/07/2024,7,19,41,479659,No,High,No,No,No
28280,20/07/2024,7,20,33,148830,No,Medium,No,No,Yes
28281,21/07/2024,1,1,5,54880,Yes,Low,No,No,No
28282,21/07/2024,1,2,9,37413,Yes,Low,No,No,Yes
28283,21/07/2024,1,3,1,9435,No,Low,No,No,No
28284,21/07/2024,1,4,6,5928,No,Low,No,No,No
28285,21/07/2024,1,5,23,238349,Yes,Medium,No,No,Yes
28286,21/07/2024,1,6,36,401292,No,Medium,No,No,No
28287,21/07/2024,1,7,51,400809,No,High,No,No,Yes
28288,21/07/2024,1,8,6,18690,No,Low,No,No,No
28289,21/07/2024,1,9,34,103598,No,Medium,No,No,No
28290,21/07/2024,1,10,41,82779,No,High,No,No,No
28291,21/07/2024,1,11,19,116565,Yes,Low,No,No,No
28292,21/07/2024,1,12,27,216729,No,Medium,No,No,No
28293,21/07/2024,1,13,21,200424,Yes,Medium,No,No,No
28294,21/07/2024,1,14,30,109500,Yes,Medium,No,No,No
28295,21/07/2024,1,15,16,67728,Yes,Low,No,No,No
28296,21/07/2024,1,16,22,94908,Yes,Medium,No,No,Yes
28297,21/07/2024,1,17,10,79280,No,Low,No,No,No
28298,21/07/2024,1,18,8,52520,No,Low,No,No,No
28299,21/07/2024,1,19,37,432863,No,Medium,No,No,No
28300,21/07/2024,1,20,27,121770,Yes,Medium,No,No,No
28301,21/07/2024,2,1,38,417088,Yes,Medium,No,No,No
28302,21/07/2024,2,2,12,49884,Yes,Low,No,No,No
28303,21/07/2024,2,3,41,386835,No,High,No,No,No
28304,21/07/2024,2,4,19,18772,Yes,Low,No,No,No
28305,21/07/2024,2,5,31,321253,No,Medium,No,No,Yes
28306,21/07/2024,2,6,25,278675,Yes,Medium,No,No,No
28307,21/07/2024,2,7,41,322219,Yes,High,No,No,No
28308,21/07/2024,2,8,24,74760,Yes,Medium,No,No,No
28309,21/07/2024,2,9,17,51799,Yes,Low,No,No,Yes
28310,21/07/2024,2,10,28,56532,Yes,Medium,No,No,No
28311,21/07/2024,2,11,21,128835,Yes,Medium,No,No,No
28312,21/07/2024,2,12,8,64216,Yes,Low,No,No,No
28313,21/07/2024,2,13,6,57264,No,Low,No,No,Yes
28314,21/07/2024,2,14,1,3650,Yes,Low,No,No,No
28315,21/07/2024,2,15,31,131223,Yes,Medium,No,No,Yes
28316,21/07/2024,2,16,17,73338,Yes,Low,No,No,No
28317,21/07/2024,2,17,45,356760,Yes,High,No,No,No
28318,21/07/2024,2,18,26,170690,No,Medium,No,No,No
28319,21/07/2024,2,19,24,280776,Yes,Medium,No,No,No
28320,21/07/2024,2,20,16,72160,No,Low,No,No,No
28321,21/07/2024,3,1,22,241472,No,Medium,No,No,No
28322,21/07/2024,3,2,26,108082,Yes,Medium,No,No,No
28323,21/07/2024,3,3,33,311355,Yes,Medium,No,No,No
28324,21/07/2024,3,4,31,30628,No,Medium,No,No,Yes
28325,21/07/2024,3,5,31,321253,No,Medium,No,No,No
28326,21/07/2024,3,6,14,156058,Yes,Low,No,No,No
28327,21/07/2024,3,7,17,133603,Yes,Low,No,No,No
28328,21/07/2024,3,8,9,28035,Yes,Low,No,No,No
28329,21/07/2024,3,9,19,57893,Yes,Low,No,No,No
28330,21/07/2024,3,10,34,68646,Yes,Medium,No,No,No
28331,21/07/2024,3,11,38,233130,Yes,Medium,No,No,No
28332,21/07/2024,3,12,32,256864,Yes,Medium,No,No,Yes
28333,21/07/2024,3,13,17,162248,No,Low,No,No,No
28334,21/07/2024,3,14,23,83950,No,Medium,No,No,No
28335,21/07/2024,3,15,25,105825,Yes,Medium,No,No,Yes
28336,21/07/2024,3,16,35,150990,No,Medium,No,No,No
28337,21/07/2024,3,17,31,245768,No,Medium,No,No,Yes
28338,21/07/2024,3,18,13,85345,Yes,Low,No,No,No
28339,21/07/2024,3,19,37,432863,Yes,Medium,No,No,No
28340,21/07/2024,3,20,30,135300,Yes,Medium,No,No,No
28341,21/07/2024,4,1,44,482944,Yes,High,No,No,No
28342,21/07/2024,4,2,5,20785,Yes,Low,No,No,No
28343,21/07/2024,4,3,22,207570,No,Medium,No,No,No
28344,21/07/2024,4,4,31,30628,Yes,Medium,No,No,No
28345,21/07/2024,4,5,30,310890,No,Medium,No,No,No
28346,21/07/2024,4,6,1,11147,Yes,Low,No,No,Yes
28347,21/07/2024,4,7,41,322219,Yes,High,No,No,Yes
28348,21/07/2024,4,8,19,59185,No,Low,No,No,No
28349,21/07/2024,4,9,41,124927,No,High,No,No,No
28350,21/07/2024,4,10,25,50475,No,Medium,No,No,No
28351,21/07/2024,4,11,10,61350,Yes,Low,No,No,No
28352,21/07/2024,4,12,40,321080,Yes,High,No,No,No
28353,21/07/2024,4,13,30,286320,No,Medium,No,No,No
28354,21/07/2024,4,14,48,175200,Yes,High,No,No,No
28355,21/07/2024,4,15,43,182019,Yes,High,No,No,No
28356,21/07/2024,4,16,8,34512,No,Low,No,No,No
28357,21/07/2024,4,17,11,87208,No,Low,No,No,No
28358,21/07/2024,4,18,3,19695,No,Low,No,No,No
28359,21/07/2024,4,19,27,315873,Yes,Medium,No,No,No
28360,21/07/2024,4,20,40,180400,Yes,High,No,No,Yes
28361,21/07/2024,5,1,8,87808,Yes,Low,No,No,No
28362,21/07/2024,5,2,25,103925,Yes,Medium,No,No,Yes
28363,21/07/2024,5,3,35,330225,Yes,Medium,No,No,Yes
28364,21/07/2024,5,4,38,37544,No,Medium,No,No,No
28365,21/07/2024,5,5,5,51815,No,Low,No,No,Yes
28366,21/07/2024,5,6,19,211793,Yes,Low,No,No,Yes
28367,21/07/2024,5,7,38,298642,No,Medium,No,No,No
28368,21/07/2024,5,8,28,87220,Yes,Medium,No,No,Yes
28369,21/07/2024,5,9,35,106645,No,Medium,No,No,Yes
28370,21/07/2024,5,10,6,12114,Yes,Low,No,No,No
28371,21/07/2024,5,11,25,153375,No,Medium,No,No,No
28372,21/07/2024,5,12,20,160540,No,Medium,No,No,No
28373,21/07/2024,5,13,34,324496,No,Medium,No,No,No
28374,21/07/2024,5,14,5,18250,No,Low,No,No,No
28375,21/07/2024,5,15,16,67728,No,Low,No,No,No
28376,21/07/2024,5,16,13,56082,No,Low,No,No,No
28377,21/07/2024,5,17,26,206128,Yes,Medium,No,No,No
28378,21/07/2024,5,18,33,216645,No,Medium,No,No,No
28379,21/07/2024,5,19,32,374368,No,Medium,No,No,No
28380,21/07/2024,5,20,21,94710,No,Medium,No,No,No
28381,21/07/2024,6,1,13,142688,Yes,Low,No,No,No
28382,21/07/2024,6,2,33,137181,No,Medium,No,No,Yes
28383,21/07/2024,6,3,41,386835,No,High,No,No,No
28384,21/07/2024,6,4,36,35568,Yes,Medium,No,No,Yes
28385,21/07/2024,6,5,44,455972,Yes,High,No,No,No
28386,21/07/2024,6,6,17,189499,Yes,Low,No,No,No
28387,21/07/2024,6,7,25,196475,No,Medium,No,No,No
28388,21/07/2024,6,8,26,80990,No,Medium,No,No,Yes
28389,21/07/2024,6,9,34,103598,No,Medium,No,No,No
28390,21/07/2024,6,10,32,64608,No,Medium,No,No,No
28391,21/07/2024,6,11,1,6135,Yes,Low,No,No,No
28392,21/07/2024,6,12,36,288972,No,Medium,No,No,Yes
28393,21/07/2024,6,13,36,343584,Yes,Medium,No,No,Yes
28394,21/07/2024,6,14,25,91250,No,Medium,No,No,No
28395,21/07/2024,6,15,13,55029,Yes,Low,No,No,No
28396,21/07/2024,6,16,19,81966,Yes,Low,No,No,No
28397,21/07/2024,6,17,13,103064,No,Low,No,No,No
28398,21/07/2024,6,18,35,229775,No,Medium,No,No,No
28399,21/07/2024,6,19,18,210582,Yes,Low,No,No,Yes
28400,21/07/2024,6,20,4,18040,No,Low,No,No,No
28401,21/07/2024,7,1,26,285376,No,Medium,No,No,Yes
28402,21/07/2024,7,2,30,124710,No,Medium,No,No,No
28403,21/07/2024,7,3,16,150960,Yes,Low,No,No,No
28404,21/07/2024,7,4,38,37544,No,Medium,No,No,No
28405,21/07/2024,7,5,24,248712,Yes,Medium,No,No,No
28406,21/07/2024,7,6,37,412439,Yes,Medium,No,No,No
28407,21/07/2024,7,7,15,117885,No,Low,No,No,No
28408,21/07/2024,7,8,38,118370,No,Medium,No,No,No
28409,21/07/2024,7,9,11,33517,No,Low,No,No,Yes
28410,21/07/2024,7,10,33,66627,No,Medium,No,No,No
28411,21/07/2024,7,11,51,312885,Yes,High,No,No,No
28412,21/07/2024,7,12,41,329107,No,High,No,No,Yes
28413,21/07/2024,7,13,37,353128,Yes,Medium,No,No,No
28414,21/07/2024,7,14,29,105850,Yes,Medium,No,No,No
28415,21/07/2024,7,15,29,122757,No,Medium,No,No,No
28416,21/07/2024,7,16,51,220014,Yes,High,No,No,Yes
28417,21/07/2024,7,17,26,206128,Yes,Medium,No,No,No
28418,21/07/2024,7,18,9,59085,No,Low,No,No,No
28419,21/07/2024,7,19,30,350970,Yes,Medium,No,No,Yes
28420,21/07/2024,7,20,28,126280,Yes,Medium,No,No,No
28421,22/07/2024,1,1,18,197568,No,Low,No,No,Yes
28422,22/07/2024,1,2,42,174594,Yes,High,No,No,Yes
28423,22/07/2024,1,3,32,301920,No,Medium,No,No,No
28424,22/07/2024,1,4,18,17784,Yes,Low,No,No,No
28425,22/07/2024,1,5,24,248712,No,Medium,No,No,Yes
28426,22/07/2024,1,6,21,234087,Yes,Medium,No,No,Yes
28427,22/07/2024,1,7,22,172898,Yes,Medium,No,No,No
28428,22/07/2024,1,8,22,68530,No,Medium,No,No,No
28429,22/07/2024,1,9,22,67034,No,Medium,No,No,No
28430,22/07/2024,1,10,38,76722,No,Medium,No,No,Yes
28431,22/07/2024,1,11,27,165645,Yes,Medium,No,No,No
28432,22/07/2024,1,12,1,8027,No,Low,No,No,No
28433,22/07/2024,1,13,27,257688,No,Medium,No,No,Yes
28434,22/07/2024,1,14,20,73000,Yes,Medium,No,No,No
28435,22/07/2024,1,15,26,110058,Yes,Medium,No,No,No
28436,22/07/2024,1,16,11,47454,No,Low,No,No,No
28437,22/07/2024,1,17,22,174416,No,Medium,No,No,No
28438,22/07/2024,1,18,37,242905,No,Medium,No,No,No
28439,22/07/2024,1,19,26,304174,No,Medium,No,No,Yes
28440,22/07/2024,1,20,19,85690,No,Low,No,No,No
28441,22/07/2024,2,1,56,614656,Yes,High,No,No,No
28442,22/07/2024,2,2,36,149652,Yes,Medium,No,No,No
28443,22/07/2024,2,3,34,320790,Yes,Medium,No,No,No
28444,22/07/2024,2,4,22,21736,No,Medium,No,No,Yes
28445,22/07/2024,2,5,34,352342,Yes,Medium,No,No,No
28446,22/07/2024,2,6,37,412439,Yes,Medium,No,No,No
28447,22/07/2024,2,7,16,125744,No,Low,No,No,No
28448,22/07/2024,2,8,37,115255,Yes,Medium,No,No,No
28449,22/07/2024,2,9,22,67034,Yes,Medium,No,No,No
28450,22/07/2024,2,10,6,12114,Yes,Low,No,No,Yes
28451,22/07/2024,2,11,13,79755,No,Low,No,No,No
28452,22/07/2024,2,12,32,256864,Yes,Medium,No,No,No
28453,22/07/2024,2,13,10,95440,No,Low,No,No,Yes
28454,22/07/2024,2,14,4,14600,Yes,Low,No,No,Yes
28455,22/07/2024,2,15,1,4233,Yes,Low,No,No,No
28456,22/07/2024,2,16,39,168246,Yes,Medium,No,No,No
28457,22/07/2024,2,17,48,380544,Yes,High,No,No,No
28458,22/07/2024,2,18,7,45955,Yes,Low,No,No,No
28459,22/07/2024,2,19,39,456261,No,Medium,No,No,No
28460,22/07/2024,2,20,45,202950,Yes,High,No,No,Yes
28461,22/07/2024,3,1,43,471968,Yes,High,No,No,No
28462,22/07/2024,3,2,33,137181,No,Medium,No,No,Yes
28463,22/07/2024,3,3,6,56610,Yes,Low,No,No,Yes
28464,22/07/2024,3,4,24,23712,No,Medium,No,No,Yes
28465,22/07/2024,3,5,20,207260,No,Medium,No,No,No
28466,22/07/2024,3,6,12,133764,Yes,Low,No,No,No
28467,22/07/2024,3,7,19,149321,Yes,Low,No,No,No
28468,22/07/2024,3,8,33,102795,No,Medium,No,No,No
28469,22/07/2024,3,9,25,76175,No,Medium,No,No,No
28470,22/07/2024,3,10,13,26247,Yes,Low,No,No,No
28471,22/07/2024,3,11,33,202455,Yes,Medium,No,No,Yes
28472,22/07/2024,3,12,20,160540,Yes,Medium,No,No,No
28473,22/07/2024,3,13,29,276776,Yes,Medium,No,No,No
28474,22/07/2024,3,14,7,25550,Yes,Low,No,No,No
28475,22/07/2024,3,15,30,126990,No,Medium,No,No,Yes
28476,22/07/2024,3,16,35,150990,No,Medium,No,No,No
28477,22/07/2024,3,17,27,214056,Yes,Medium,No,No,No
28478,22/07/2024,3,18,42,275730,Yes,High,No,No,No
28479,22/07/2024,3,19,40,467960,No,High,No,No,No
28480,22/07/2024,3,20,43,193930,Yes,High,No,No,Yes
28481,22/07/2024,4,1,34,373184,No,Medium,No,No,No
28482,22/07/2024,4,2,17,70669,No,Low,No,No,Yes
28483,22/07/2024,4,3,29,273615,No,Medium,No,No,No
28484,22/07/2024,4,4,31,30628,No,Medium,No,No,No
28485,22/07/2024,4,5,21,217623,Yes,Medium,No,No,No
28486,22/07/2024,4,6,6,66882,No,Low,No,No,Yes
28487,22/07/2024,4,7,3,23577,No,Low,No,No,No
28488,22/07/2024,4,8,27,84105,No,Medium,No,No,No
28489,22/07/2024,4,9,13,39611,No,Low,No,No,No
28490,22/07/2024,4,10,10,20190,No,Low,No,No,No
28491,22/07/2024,4,11,33,202455,No,Medium,No,No,No
28492,22/07/2024,4,12,23,184621,Yes,Medium,No,No,No
28493,22/07/2024,4,13,1,9544,Yes,Low,No,No,No
28494,22/07/2024,4,14,21,76650,Yes,Medium,No,No,No
28495,22/07/2024,4,15,48,203184,No,High,No,No,No
28496,22/07/2024,4,16,10,43140,No,Low,No,No,Yes
28497,22/07/2024,4,17,13,103064,No,Low,No,No,Yes
28498,22/07/2024,4,18,30,196950,Yes,Medium,No,No,Yes
28499,22/07/2024,4,19,17,198883,Yes,Low,No,No,No
28500,22/07/2024,4,20,17,76670,No,Low,No,No,Yes
28501,22/07/2024,5,1,17,186592,Yes,Low,No,No,No
28502,22/07/2024,5,2,10,41570,No,Low,No,No,No
28503,22/07/2024,5,3,6,56610,No,Low,No,No,No
28504,22/07/2024,5,4,19,18772,No,Low,No,No,No
28505,22/07/2024,5,5,20,207260,Yes,Medium,No,No,No
28506,22/07/2024,5,6,13,144911,No,Low,No,No,No
28507,22/07/2024,5,7,35,275065,No,Medium,No,No,No
28508,22/07/2024,5,8,17,52955,No,Low,No,No,No
28509,22/07/2024,5,9,43,131021,No,High,No,No,No
28510,22/07/2024,5,10,31,62589,Yes,Medium,No,No,No
28511,22/07/2024,5,11,34,208590,No,Medium,No,No,No
28512,22/07/2024,5,12,6,48162,Yes,Low,No,No,Yes
28513,22/07/2024,5,13,17,162248,No,Low,No,No,No
28514,22/07/2024,5,14,8,29200,Yes,Low,No,No,No
28515,22/07/2024,5,15,31,131223,Yes,Medium,No,No,No
28516,22/07/2024,5,16,52,224328,No,High,No,No,No
28517,22/07/2024,5,17,33,261624,Yes,Medium,No,No,No
28518,22/07/2024,5,18,36,236340,No,Medium,No,No,Yes
28519,22/07/2024,5,19,13,152087,Yes,Low,No,No,No
28520,22/07/2024,5,20,6,27060,Yes,Low,No,No,No
28521,22/07/2024,6,1,57,625632,Yes,High,No,No,Yes
28522,22/07/2024,6,2,20,83140,No,Medium,No,No,No
28523,22/07/2024,6,3,27,254745,Yes,Medium,No,No,Yes
28524,22/07/2024,6,4,29,28652,Yes,Medium,No,No,No
28525,22/07/2024,6,5,27,279801,No,Medium,No,No,No
28526,22/07/2024,6,6,17,189499,No,Low,No,No,No
28527,22/07/2024,6,7,53,416527,No,High,No,No,No
28528,22/07/2024,6,8,30,93450,No,Medium,No,No,No
28529,22/07/2024,6,9,16,48752,Yes,Low,No,No,No
28530,22/07/2024,6,10,33,66627,No,Medium,No,No,Yes
28531,22/07/2024,6,11,22,134970,Yes,Medium,No,No,No
28532,22/07/2024,6,12,22,176594,Yes,Medium,No,No,No
28533,22/07/2024,6,13,1,9544,No,Low,No,No,No
28534,22/07/2024,6,14,20,73000,No,Medium,No,No,No
28535,22/07/2024,6,15,63,266679,No,High,No,No,Yes
28536,22/07/2024,6,16,29,125106,No,Medium,No,No,Yes
28537,22/07/2024,6,17,32,253696,Yes,Medium,No,No,No
28538,22/07/2024,6,18,8,52520,No,Low,No,No,Yes
28539,22/07/2024,6,19,5,58495,No,Low,No,No,No
28540,22/07/2024,6,20,3,13530,No,Low,No,No,No
28541,22/07/2024,7,1,22,241472,Yes,Medium,No,No,No
28542,22/07/2024,7,2,4,16628,Yes,Low,No,No,No
28543,22/07/2024,7,3,21,198135,Yes,Medium,No,No,Yes
28544,22/07/2024,7,4,25,24700,No,Medium,No,No,Yes
28545,22/07/2024,7,5,27,279801,Yes,Medium,No,No,No
28546,22/07/2024,7,6,13,144911,Yes,Low,No,No,Yes
28547,22/07/2024,7,7,40,314360,Yes,High,No,No,No
28548,22/07/2024,7,8,4,12460,Yes,Low,No,No,No
28549,22/07/2024,7,9,19,57893,No,Low,No,No,Yes
28550,22/07/2024,7,10,20,40380,Yes,Medium,No,No,No
28551,22/07/2024,7,11,24,147240,No,Medium,No,No,No
28552,22/07/2024,7,12,1,8027,No,Low,No,No,No
28553,22/07/2024,7,13,34,324496,No,Medium,No,No,No
28554,22/07/2024,7,14,13,47450,No,Low,No,No,No
28555,22/07/2024,7,15,49,207417,Yes,High,No,No,No
28556,22/07/2024,7,16,29,125106,Yes,Medium,No,No,No
28557,22/07/2024,7,17,20,158560,No,Medium,No,No,No
28558,22/07/2024,7,18,24,157560,No,Medium,No,No,No
28559,22/07/2024,7,19,29,339271,No,Medium,No,No,No
28560,22/07/2024,7,20,33,148830,Yes,Medium,No,No,Yes
28561,23/07/2024,1,1,50,548800,No,High,No,No,No
28562,23/07/2024,1,2,18,74826,Yes,Low,No,No,Yes
28563,23/07/2024,1,3,32,301920,Yes,Medium,No,No,No
28564,23/07/2024,1,4,18,17784,Yes,Low,No,No,No
28565,23/07/2024,1,5,25,259075,No,Medium,No,No,No
28566,23/07/2024,1,6,1,11147,Yes,Low,No,No,No
28567,23/07/2024,1,7,22,172898,No,Medium,No,No,No
28568,23/07/2024,1,8,32,99680,No,Medium,No,No,Yes
28569,23/07/2024,1,9,9,27423,Yes,Low,No,No,No
28570,23/07/2024,1,10,22,44418,Yes,Medium,No,No,No
28571,23/07/2024,1,11,29,177915,Yes,Medium,No,No,Yes
28572,23/07/2024,1,12,47,377269,Yes,High,No,No,No
28573,23/07/2024,1,13,17,162248,Yes,Low,No,No,No
28574,23/07/2024,1,14,18,65700,Yes,Low,No,No,No
28575,23/07/2024,1,15,41,173553,No,High,No,No,No
28576,23/07/2024,1,16,20,86280,Yes,Medium,No,No,No
28577,23/07/2024,1,17,9,71352,No,Low,No,No,No
28578,23/07/2024,1,18,44,288860,No,High,No,No,Yes
28579,23/07/2024,1,19,23,269077,No,Medium,No,No,Yes
28580,23/07/2024,1,20,25,112750,Yes,Medium,No,No,No
28581,23/07/2024,2,1,53,581728,Yes,High,No,No,No
28582,23/07/2024,2,2,14,58198,No,Low,No,No,No
28583,23/07/2024,2,3,29,273615,No,Medium,No,No,No
28584,23/07/2024,2,4,18,17784,Yes,Low,No,No,No
28585,23/07/2024,2,5,23,238349,No,Medium,No,No,No
28586,23/07/2024,2,6,36,401292,No,Medium,No,No,No
28587,23/07/2024,2,7,80,628720,Yes,High,No,No,No
28588,23/07/2024,2,8,9,28035,Yes,Low,No,No,No
28589,23/07/2024,2,9,17,51799,No,Low,No,No,No
28590,23/07/2024,2,10,38,76722,Yes,Medium,No,No,Yes
28591,23/07/2024,2,11,28,171780,No,Medium,No,No,No
28592,23/07/2024,2,12,36,288972,No,Medium,No,No,Yes
28593,23/07/2024,2,13,18,171792,No,Low,No,No,No
28594,23/07/2024,2,14,19,69350,No,Low,No,No,No
28595,23/07/2024,2,15,44,186252,No,High,No,No,No
28596,23/07/2024,2,16,11,47454,Yes,Low,No,No,No
28597,23/07/2024,2,17,1,7928,Yes,Low,No,No,No
28598,23/07/2024,2,18,20,131300,No,Medium,No,No,No
28599,23/07/2024,2,19,6,70194,Yes,Low,No,No,Yes
28600,23/07/2024,2,20,44,198440,Yes,High,No,No,No
28601,23/07/2024,3,1,11,120736,No,Low,No,No,No
28602,23/07/2024,3,2,12,49884,Yes,Low,No,No,No
28603,23/07/2024,3,3,40,377400,Yes,High,No,No,No
28604,23/07/2024,3,4,13,12844,No,Low,No,No,Yes
28605,23/07/2024,3,5,34,352342,No,Medium,No,No,Yes
28606,23/07/2024,3,6,17,189499,No,Low,No,No,No
28607,23/07/2024,3,7,17,133603,No,Low,No,No,No
28608,23/07/2024,3,8,24,74760,No,Medium,No,No,Yes
28609,23/07/2024,3,9,20,60940,Yes,Medium,No,No,No
28610,23/07/2024,3,10,47,94893,Yes,High,No,No,Yes
28611,23/07/2024,3,11,34,208590,No,Medium,No,No,No
28612,23/07/2024,3,12,38,305026,No,Medium,No,No,No
28613,23/07/2024,3,13,35,334040,Yes,Medium,No,No,Yes
28614,23/07/2024,3,14,14,51100,No,Low,No,No,Yes
28615,23/07/2024,3,15,40,169320,No,High,No,No,Yes
28616,23/07/2024,3,16,26,112164,Yes,Medium,No,No,Yes
28617,23/07/2024,3,17,12,95136,No,Low,No,No,No
28618,23/07/2024,3,18,21,137865,No,Medium,No,No,Yes
28619,23/07/2024,3,19,37,432863,Yes,Medium,No,No,No
28620,23/07/2024,3,20,17,76670,Yes,Low,No,No,No
28621,23/07/2024,4,1,28,307328,Yes,Medium,No,No,No
28622,23/07/2024,4,2,16,66512,Yes,Low,No,No,No
28623,23/07/2024,4,3,13,122655,No,Low,No,No,No
28624,23/07/2024,4,4,28,27664,Yes,Medium,No,No,No
28625,23/07/2024,4,5,22,227986,Yes,Medium,No,No,No
28626,23/07/2024,4,6,22,245234,No,Medium,No,No,No
28627,23/07/2024,4,7,54,424386,Yes,High,No,No,No
28628,23/07/2024,4,8,22,68530,No,Medium,No,No,No
28629,23/07/2024,4,9,22,67034,No,Medium,No,No,Yes
28630,23/07/2024,4,10,21,42399,No,Medium,No,No,No
28631,23/07/2024,4,11,22,134970,Yes,Medium,No,No,No
28632,23/07/2024,4,12,22,176594,No,Medium,No,No,No
28633,23/07/2024,4,13,17,162248,Yes,Low,No,No,No
28634,23/07/2024,4,14,23,83950,Yes,Medium,No,No,Yes
28635,23/07/2024,4,15,55,232815,No,High,No,No,Yes
28636,23/07/2024,4,16,34,146676,Yes,Medium,No,No,No
28637,23/07/2024,4,17,12,95136,No,Low,No,No,Yes
28638,23/07/2024,4,18,11,72215,No,Low,No,No,No
28639,23/07/2024,4,19,14,163786,No,Low,No,No,No
28640,23/07/2024,4,20,35,157850,Yes,Medium,No,No,No
28641,23/07/2024,5,1,22,241472,No,Medium,No,No,No
28642,23/07/2024,5,2,33,137181,No,Medium,No,No,No
28643,23/07/2024,5,3,52,490620,Yes,High,No,No,Yes
28644,23/07/2024,5,4,32,31616,No,Medium,No,No,No
28645,23/07/2024,5,5,40,414520,No,High,No,No,No
28646,23/07/2024,5,6,36,401292,Yes,Medium,No,No,No
28647,23/07/2024,5,7,9,70731,Yes,Low,No,No,No
28648,23/07/2024,5,8,4,12460,Yes,Low,No,No,No
28649,23/07/2024,5,9,28,85316,No,Medium,No,No,No
28650,23/07/2024,5,10,23,46437,No,Medium,No,No,No
28651,23/07/2024,5,11,38,233130,Yes,Medium,No,No,Yes
28652,23/07/2024,5,12,12,96324,No,Low,No,No,No
28653,23/07/2024,5,13,7,66808,Yes,Low,No,No,No
28654,23/07/2024,5,14,25,91250,No,Medium,No,No,No
28655,23/07/2024,5,15,71,300543,Yes,High,No,No,No
28656,23/07/2024,5,16,47,202758,Yes,High,No,No,Yes
28657,23/07/2024,5,17,26,206128,No,Medium,No,No,No
28658,23/07/2024,5,18,6,39390,No,Low,No,No,No
28659,23/07/2024,5,19,26,304174,No,Medium,No,No,Yes
28660,23/07/2024,5,20,24,108240,Yes,Medium,No,No,Yes
28661,23/07/2024,6,1,35,384160,Yes,Medium,No,No,No
28662,23/07/2024,6,2,17,70669,Yes,Low,No,No,No
28663,23/07/2024,6,3,44,415140,No,High,No,No,No
28664,23/07/2024,6,4,36,35568,Yes,Medium,No,No,No
28665,23/07/2024,6,5,16,165808,No,Low,No,No,No
28666,23/07/2024,6,6,24,267528,No,Medium,No,No,No
28667,23/07/2024,6,7,43,337937,No,High,No,No,Yes
28668,23/07/2024,6,8,17,52955,Yes,Low,No,No,No
28669,23/07/2024,6,9,8,24376,Yes,Low,No,No,No
28670,23/07/2024,6,10,2,4038,Yes,Low,No,No,No
28671,23/07/2024,6,11,11,67485,Yes,Low,No,No,No
28672,23/07/2024,6,12,36,288972,Yes,Medium,No,No,No
28673,23/07/2024,6,13,41,391304,Yes,High,No,No,No
28674,23/07/2024,6,14,24,87600,No,Medium,No,No,No
28675,23/07/2024,6,15,55,232815,No,High,No,No,No
28676,23/07/2024,6,16,47,202758,Yes,High,No,No,No
28677,23/07/2024,6,17,25,198200,No,Medium,No,No,No
28678,23/07/2024,6,18,18,118170,Yes,Low,No,No,No
28679,23/07/2024,6,19,27,315873,Yes,Medium,No,No,No
28680,23/07/2024,6,20,15,67650,No,Low,No,No,No
28681,23/07/2024,7,1,34,373184,No,Medium,No,No,Yes
28682,23/07/2024,7,2,22,91454,No,Medium,No,No,No
28683,23/07/2024,7,3,23,217005,No,Medium,No,No,No
28684,23/07/2024,7,4,17,16796,No,Low,No,No,No
28685,23/07/2024,7,5,31,321253,No,Medium,No,No,No
28686,23/07/2024,7,6,41,457027,Yes,High,No,No,No
28687,23/07/2024,7,7,37,290783,No,Medium,No,No,No
28688,23/07/2024,7,8,15,46725,No,Low,No,No,No
28689,23/07/2024,7,9,16,48752,Yes,Low,No,No,Yes
28690,23/07/2024,7,10,22,44418,Yes,Medium,No,No,Yes
28691,23/07/2024,7,11,18,110430,No,Low,No,No,Yes
28692,23/07/2024,7,12,20,160540,No,Medium,No,No,Yes
28693,23/07/2024,7,13,19,181336,Yes,Low,No,No,No
28694,23/07/2024,7,14,1,3650,No,Low,No,No,No
28695,23/07/2024,7,15,25,105825,No,Medium,No,No,No
28696,23/07/2024,7,16,15,64710,No,Low,No,No,No
28697,23/07/2024,7,17,11,87208,Yes,Low,No,No,No
28698,23/07/2024,7,18,4,26260,No,Low,No,No,No
28699,23/07/2024,7,19,34,397766,No,Medium,No,No,No
28700,23/07/2024,7,20,11,49610,No,Low,No,No,No
28701,24/07/2024,1,1,23,252448,No,Medium,No,No,No
28702,24/07/2024,1,2,30,124710,No,Medium,No,No,No
28703,24/07/2024,1,3,29,273615,No,Medium,No,No,No
28704,24/07/2024,1,4,29,28652,No,Medium,No,No,No
28705,24/07/2024,1,5,22,227986,Yes,Medium,No,No,No
28706,24/07/2024,1,6,38,423586,Yes,Medium,No,No,No
28707,24/07/2024,1,7,44,345796,Yes,High,No,No,No
28708,24/07/2024,1,8,40,124600,Yes,High,No,No,No
28709,24/07/2024,1,9,9,27423,Yes,Low,No,No,No
28710,24/07/2024,1,10,19,38361,No,Low,No,No,No
